Date,Transaction Description,Amount,Category,Company,Account Type,Expense By Category,Revenue By Category
2020-06-11 00:00:00,"'NEAL AJ , ART CLASS , FP 11/06/20 1059 , RP4679965282644700",125,Sales from Classes,Cup of jojo ltd,Current account,0,5464.5
2020-06-11 00:00:00,"'BUXTON SP , ART WORKSHOP , VIA MOBILE - LVP",150,Sales from Workshops,Cup of jojo ltd,Current account,0,1511.56
2020-06-11 00:00:00,"'WEAVER H , HAYLEY WEAVER , VIA MOBILE - LVP",125,Unclassified,Cup of jojo ltd,Current account,0,5035.64
2020-06-11 00:00:00,"'RICH , JOA001 , VIA MOBILE - LVP , FP 11/06/20 10 , 48173349659654000N",-200,Joan of Ark Model Cost,Cup of jojo ltd,Current account,-350,0
2020-06-12 00:00:00,"'HOWES Z , SUPPLIES ZULAY , FP 11/06/20 2006 , RP4679965340414100",105,Revenue,Cup of jojo ltd,Current account,0,12458.2
2020-06-12 00:00:00,"'MARIA ALBIEZ , JO ALAM SUPAVISION, VIA MOBILE - PYMT , FP 12/06/20 10 , 23112157594771000N",-35,Expense,Cup of jojo ltd,Current account,-3528.27,0
2020-06-15 00:00:00,"'G WILDER , PORTRAIT WORKSHOP , FP 12/06/20 2206 , 500000000610847668",150,Sales from Workshops,Cup of jojo ltd,Current account,0,1511.56
2020-06-15 00:00:00,"'2967 12JUN20 , CREATIVE CLOUD , INDIV , ADOBE.LY/BILL IE",-16.24,Adobe Subscription,Cup of jojo ltd,Current account,-194.88,0
2020-06-15 00:00:00,"'2967 12JUN20 , 1 AND 1 IONOS LTD , GLOUCESTER GB",-24,Hosting Charges,Cup of jojo ltd,Current account,-1045.17,0
2020-06-15 00:00:00,"'GOCARDLESS , SAGEACCOUNTI-K8XV5",-65,Sage Business Cloud Subscription,Cup of jojo ltd,Current account,-1350,0
2020-06-16 00:00:00,"'SCOLA DK+JM , SCOLA/ACRYLICS , FP 16/06/20 1542 , RP4679965822888500",150,Sales from Workshops,Cup of jojo ltd,Current account,0,1511.56
2020-06-17 00:00:00,"'SALE CON SOU LTD , LEADERSHIP CLASS , FP 17/06/20 1142 , RP4679965903116400",125,Sales from Classes,Cup of jojo ltd,Current account,0,5464.5
2020-06-17 00:00:00,"'COOK P M/ADGD , TRICIA ACRYLIC WOR, VIA MOBILE - LVP",150,Sales from Workshops,Cup of jojo ltd,Current account,0,1511.56
2020-06-17 00:00:00,"'2967 15JUN20 , 1 AND 1 IONOS LTD , GLOUCESTER GB",-18,Hosting Charges,Cup of jojo ltd,Current account,-1045.17,0
2020-06-19 00:00:00,"'OASIS CHILDCARE CE, OASIS CHILDCARE , FP 19/06/20 1230 , 600000000612923761",35,Unclassified,Cup of jojo ltd,Current account,0,5035.64
2020-06-19 00:00:00,"'BENNETT DAVID BE, DENISE - ACRYLIC , FP 18/06/20 2009 , 61200936643823000N, DENISE - ACRYLIC",150,Sales from Workshops,Cup of jojo ltd,Current account,0,1511.56
2020-06-22 00:00:00,"'NEAL AJ , ACRYLIC WORKSHOP , FP 19/06/20 2143 , RP4679966208644700",150,Sales from Workshops,Cup of jojo ltd,Current account,0,1511.56
2020-06-22 00:00:00,"'STONE RJ AND LJ PP , LINDA STONE AC WKS, VIA MOBILE - LVP",50,Unclassified,Cup of jojo ltd,Current account,0,5035.64
2020-06-22 00:00:00,"'2967 21JUN20 , AMZNMKTPLACE , AMAZON.CO.UK GB",-71.47,Supplies,Cup of jojo ltd,Current account,-1303.74,0
2020-06-23 00:00:00,"'2967 22JUN20 , WWW.ARTSUPP , LIES.CO.UK , INTERNET GB",-32.03,Supplies,Cup of jojo ltd,Current account,-1303.74,0
2020-06-23 00:00:00,"'2967 22JUN20 , KEN BROMLEY ART , SUPPLI , BOLTON GB",-162.89,Unclassified,Cup of jojo ltd,Current account,-4151.65,0
2020-06-24 00:00:00,"'M AND S CAR INS BISL , 131459441289145183",-24.09,Insurance,Cup of jojo ltd,Current account,-355.37,0
2020-06-26 00:00:00,"'ACC-NWESTPLAT , 552213******2530 , VIA MOBILE - PYMT , FP 26/06/20 10 , 50091126837400000N",-100,Expense,Cup of jojo ltd,Current account,-3528.27,0
2020-06-26 00:00:00,"'2967 24JUN20 , 1 AND 1 IONOS LTD , GLOUCESTER GB",-20.39,Hosting Charges,Cup of jojo ltd,Current account,-1045.17,0
2020-06-30 00:00:00,"'JONES B , B JONES CLASSES , FP 30/06/20 1517 , RP4679967409577600",125,Sales from Classes,Cup of jojo ltd,Current account,0,5464.5
2020-07-02 00:00:00,"'2967 30JUN20 , PAYPAL , *ZOOMVIDEOCO , 4029357733 US",-14.39,Zoom Subscription,Cup of jojo ltd,Current account,-201.46,0
2020-07-10 00:00:00,"'G WILDER , GILLIAN FRIDAYS , FP 10/07/20 1021 , 300000000625564395",125,Revenue,Cup of jojo ltd,Current account,0,12458.2
2020-07-13 00:00:00,"'2967 12JUL20 , ADOBE CREATIVE , CLOUD , ADOBE.LY/BILL IE",-16.24,Adobe Subscription,Cup of jojo ltd,Current account,-194.88,0
2020-07-14 00:00:00,"'2967 12JUL20 , 1 AND 1 IONOS LTD , GLOUCESTER GB",-24,Hosting Charges,Cup of jojo ltd,Current account,-1045.17,0
2020-07-15 00:00:00,"'2967 13JUL20 , 1 AND 1 IONOS LTD , GLOUCESTER GB",-18,Hosting Charges,Cup of jojo ltd,Current account,-1045.17,0
2020-07-15 00:00:00,"'GOCARDLESS , SAGEACCOUNTI-K8XV5",-65,Sage Business Cloud Subscription,Cup of jojo ltd,Current account,-1350,0
2020-07-20 00:00:00,"'WEAVER H , HAYLEY WEAVER , VIA MOBILE - LVP",125,Unclassified,Cup of jojo ltd,Current account,0,5035.64
2020-07-22 00:00:00,"'V SMITH , TRACY RETREAT 2020, FP 22/07/20 0821 , 200000000624551043",1800,Revenue,Cup of jojo ltd,Current account,0,12458.2
2020-07-23 00:00:00,"'FROM A/C 84125330, VIA MOBILE - XFER",600,Sales via XFER,Cup of jojo ltd,Current account,0,4030
2020-07-23 00:00:00,"'FROM A/C 53689968, VIA MOBILE - XFER",375,Sales via XFER,Cup of jojo ltd,Current account,0,4030
2020-07-23 00:00:00,"'RACHEL FOX , REFUND RETREAT , VIA MOBILE - LVP , FP 23/07/20 10 , 19125625432884000N",-375,Refund Payment / Fee,Cup of jojo ltd,Current account,-375,0
2020-07-24 00:00:00,"'V SMITH , TRACY X5 , FP 24/07/20 1357 , 400000000632226980",125,Revenue,Cup of jojo ltd,Current account,0,12458.2
2020-07-24 00:00:00,"'A DEAR , ART RETREAT 2020 , FP 24/07/20 0007 , 500000000627241560",1300,Sales of Art,Cup of jojo ltd,Current account,0,1897
2020-07-24 00:00:00,"'BENNETT DAVID BE, DENISE , FP 23/07/20 2026 , 17202639888705000N, DENISE",1500,Revenue,Cup of jojo ltd,Current account,0,12458.2
2020-07-24 00:00:00,"'FROM A/C 53689968, VIA MOBILE - XFER",400,Sales via XFER,Cup of jojo ltd,Current account,0,4030
2020-07-24 00:00:00,"'ACC-NWESTPLAT , 552213******2530 , VIA MOBILE - PYMT , FP 23/07/20 10 , 54201306258327000N",-100,Expense,Cup of jojo ltd,Current account,-3528.27,0
2020-07-24 00:00:00,"'M AND S CAR INS BISL , 131459441291255226",-24.09,Insurance,Cup of jojo ltd,Current account,-355.37,0
2020-07-27 00:00:00,"'BARONS JL , RETREAT , FP 24/07/20 2303 , 713554203032427001",1500,Revenue,Cup of jojo ltd,Current account,0,12458.2
2020-07-27 00:00:00,"'TO A/C 84125330, VIA ONLINE - XFER",-4700,Paid via XFER,Cup of jojo ltd,Current account,-17150,0
2020-07-27 00:00:00,"'2967 24JUL20 , 1 AND 1 IONOS LTD , GLOUCESTER GB",-20.39,Hosting Charges,Cup of jojo ltd,Current account,-1045.17,0
2020-07-28 00:00:00,"'ACC-NWESTPLAT , 552213******2530 , VIA MOBILE - PYMT , FP 28/07/20 10 , 41154407526128000N",-284,Expense,Cup of jojo ltd,Current account,-3528.27,0
2020-07-30 00:00:00,"'2967 29JUL20 , KEN BROMLEY ART , SUPPLI , BOLTON GB",-463.33,Unclassified,Cup of jojo ltd,Current account,-4151.65,0
2020-07-30 00:00:00,"'2967 29JUL20 , CLIFFORD LANE , 01483 548662 GB",-60.08,Unclassified,Cup of jojo ltd,Current account,-4151.65,0
2020-07-31 00:00:00,"'2967 30JUL20 , WWW.ARTSUPP , LIES.CO.UK , INTERNET GB",-11.95,Supplies,Cup of jojo ltd,Current account,-1303.74,0
2020-08-03 00:00:00,"'2967 30JUL20 , PAYPAL , *ZOOMVIDEOCO , 4029357733 US",-14.39,Zoom Subscription,Cup of jojo ltd,Current account,-201.46,0
2020-08-04 00:00:00,"'2967 03AUG20 , WWW.ARTSUPP , LIES.CO.UK , INTERNET GB",-10,Supplies,Cup of jojo ltd,Current account,-1303.74,0
2020-08-06 00:00:00,"'JACQUELYN SMITH , EMMA , FP 05/08/20 2042 , ZJ63EV411MPDQVOWGP",150,Revenue,Cup of jojo ltd,Current account,0,12458.2
2020-08-06 00:00:00,"'DEBARR M , MAHINE ARTCLASS , VIA MOBILE - LVP",125,Sales from Classes,Cup of jojo ltd,Current account,0,5464.5
2020-08-10 00:00:00,"'KENT C AND A , CHRIS BEL POTRAIT , VIA MOBILE - LVP",150,Unclassified,Cup of jojo ltd,Current account,0,5035.64
2020-08-10 00:00:00,"'2967 08AUG20 , PAYPAL *EDEN , GREENS , 35314369001 GB",-12,Eden Greens Payment,Cup of jojo ltd,Current account,-12,0
2020-08-11 00:00:00,"'2967 10AUG20 , AMAZON.CO.U , K*UZ1D52HJ5 , AMAZON.CO.UK LU",-36,Supplies,Cup of jojo ltd,Current account,-1303.74,0
2020-08-11 00:00:00,"'2967 10AUG20 , AMZNMKTPLACE , AMAZON.CO.UK GB",-27.95,Supplies,Cup of jojo ltd,Current account,-1303.74,0
2020-08-12 00:00:00,"'2967 11AUG20 , KEN BROMLEY ART , SUPPLI , BOLTON GB , REFUND",152,Refund Payment / Fee,Cup of jojo ltd,Current account,0,673.76
2020-08-13 00:00:00,"'2967 12AUG20 , ADOBE CREATIVE , CLOUD , ADOBE.LY/BILL IE",-16.24,Adobe Subscription,Cup of jojo ltd,Current account,-194.88,0
2020-08-14 00:00:00,"'2967 12AUG20 , 1 AND 1 IONOS LTD , GLOUCESTER GB",-24,Hosting Charges,Cup of jojo ltd,Current account,-1045.17,0
2020-08-17 00:00:00,"'2967 13AUG20 , 1 AND 1 IONOS LTD , GLOUCESTER GB",-18,Hosting Charges,Cup of jojo ltd,Current account,-1045.17,0
2020-08-17 00:00:00,"'GOCARDLESS , SAGEACCOUNTI-K8XV5",-65,Sage Business Cloud Subscription,Cup of jojo ltd,Current account,-1350,0
2020-08-21 00:00:00,"'MS M T ALBIEZ , MARIA ALBIEZ , FP 21/08/20 1706 , 000000000176734554",900,Revenue,Cup of jojo ltd,Current account,0,12458.2
2020-08-21 00:00:00,'602420 21AUG 1132,1000,Unclassified,Cup of jojo ltd,Current account,0,5035.64
2020-08-21 00:00:00,"'GOODHART A AND D , BIG CHATEAU , VIA ONLINE - PYMT",1200,Unclassified,Cup of jojo ltd,Current account,0,5035.64
2020-08-21 00:00:00,"'SOPHIA , RETREAT FRANCE , VIA MOBILE - LVP , FP 21/08/20 10 , 08113817337239000N",-400,Expense,Cup of jojo ltd,Current account,-3528.27,0
2020-08-21 00:00:00,"'AUNT , FOODRETREAT FRANCE, VIA MOBILE - LVP , FP 21/08/20 10 , 37113329259284000N",-144.77,Food and Drink,Cup of jojo ltd,Current account,-158.87,0
2020-08-24 00:00:00,"'2967 23AUG20 , VODAFONE LTD , NEWBURY GB",-458.1,Office Equipment,Cup of jojo ltd,Current account,-1638.78,0
2020-08-24 00:00:00,"'M AND S CAR INS BISL , 131459441293318333",-24.09,Insurance,Cup of jojo ltd,Current account,-355.37,0
2020-08-26 00:00:00,"'2967 24AUG20 , 1 AND 1 IONOS LTD , GLOUCESTER GB",-20.39,Hosting Charges,Cup of jojo ltd,Current account,-1045.17,0
2020-08-27 00:00:00,"'2967 24AUG20 , AMZNMKTPLACE , AMAZON.CO.UK GB",-7.99,Supplies,Cup of jojo ltd,Current account,-1303.74,0
2020-09-01 00:00:00,"'DEAR ACC , ADEAR 5 CLASSES , VIA ONLINE - PYMT",125,Sales from Classes,Cup of jojo ltd,Current account,0,5464.5
2020-09-01 00:00:00,"'DEAR ACC , ADEAR CLASSES DONE, VIA ONLINE - PYMT",125,Sales from Classes,Cup of jojo ltd,Current account,0,5464.5
2020-09-01 00:00:00,"'TO A/C 53689968, VIA MOBILE - XFER",-1000,Paid via XFER,Cup of jojo ltd,Current account,-17150,0
2020-09-01 00:00:00,"'2967 30AUG20 , PAYPAL , *ZOOMVIDEOCO , 4029357733 US",-14.39,Zoom Subscription,Cup of jojo ltd,Current account,-201.46,0
2020-09-01 00:00:00,"'2967 28AUG20 , CLIFFORD LANE , 01483 548662 GB",-53.59,Unclassified,Cup of jojo ltd,Current account,-4151.65,0
2020-09-03 00:00:00,"'NEAL AJ , ART CLASS , FP 03/09/20 1028 , RP4679965163556400",125,Sales from Classes,Cup of jojo ltd,Current account,0,5464.5
2020-09-03 00:00:00,"'V SMITH , TRACY RETREAT 2021, FP 02/09/20 1958 , 500000000644864622",150,Revenue,Cup of jojo ltd,Current account,0,12458.2
2020-09-04 00:00:00,"'BENNETT DAVID BE, DENISE 2021 RETREA, FP 04/09/20 1504 , 03150400456957000N, DENISE 2021 RETREA",150,Revenue,Cup of jojo ltd,Current account,0,12458.2
2020-09-04 00:00:00,"'NEAL AJ , ART CLASS 3 SEPT , FP 03/09/20 2115 , RP4679965255368000",125,Sales from Classes,Cup of jojo ltd,Current account,0,5464.5
2020-09-04 00:00:00,"'BARONS JL , RETREAT , FP 04/09/20 1820 , 330347710281409001",150,Revenue,Cup of jojo ltd,Current account,0,12458.2
2020-09-04 00:00:00,"'R FOX , RACHEL RETREAT 21 , FP 04/09/20 1510 , 400000000650366045",150,Revenue,Cup of jojo ltd,Current account,0,12458.2
2020-09-04 00:00:00,"'DEAR ACC , AD DEP RETREAT 21 , VIA ONLINE - PYMT",150,Unclassified,Cup of jojo ltd,Current account,0,5035.64
2020-09-07 00:00:00,"'AG BIGCHATEAUX , JOANNE ALAM , VIA MOBILE - PYMT",-750,Unclassified,Cup of jojo ltd,Current account,-4151.65,0
2020-09-10 00:00:00,"'V SMITH , TRACY X 5 , FP 09/09/20 2143 , 200000000645669564",125,Revenue,Cup of jojo ltd,Current account,0,12458.2
2020-09-10 00:00:00,"'MS M T ALBIEZ , MARIA ALBIEZ , FP 10/09/20 1247 , 000000000178376691",150,Revenue,Cup of jojo ltd,Current account,0,12458.2
2020-09-11 00:00:00,"'J NORTHEY , LION WORKSHOP , FP 11/09/20 1110 , 600000000648053584",150,Sales from Workshops,Cup of jojo ltd,Current account,0,1511.56
2020-09-11 00:00:00,"'DEAR ACC , ADEAR WSHOP 13/9 , VIA MOBILE - LVP",150,Unclassified,Cup of jojo ltd,Current account,0,5035.64
2020-09-14 00:00:00,"'BENNETT DAVID BE, DENISE , FP 13/09/20 0754 , 13075454085438000N, DENISE",150,Revenue,Cup of jojo ltd,Current account,0,12458.2
2020-09-14 00:00:00,"'NEAL AJ , ART WORKSHOP , FP 12/09/20 1652 , RP4679966289886800",150,Sales from Workshops,Cup of jojo ltd,Current account,0,1511.56
2020-09-14 00:00:00,"'BARONS JL , LION WORKSHOP , FP 13/09/20 2332 , 175346002332319001",161.56,Sales from Workshops,Cup of jojo ltd,Current account,0,1511.56
2020-09-14 00:00:00,"'2967 12SEP20 , ADOBE CREATIVE , CLOUD , ADOBE.LY/BILL IE",-16.24,Adobe Subscription,Cup of jojo ltd,Current account,-194.88,0
2020-09-14 00:00:00,"'2967 12SEP20 , 1 AND 1 IONOS LTD , GLOUCESTER GB",-24,Hosting Charges,Cup of jojo ltd,Current account,-1045.17,0
2020-09-15 00:00:00,"'2967 14SEP20 , AMAZON.CO.U , K*966T28CI5 , AMAZON.CO.UK LU",-5.4,Supplies,Cup of jojo ltd,Current account,-1303.74,0
2020-09-15 00:00:00,"'2967 14SEP20 , AMAZON.CO.U , K*605WJ4OM5 , AMAZON.CO.UK LU",-4.15,Supplies,Cup of jojo ltd,Current account,-1303.74,0
2020-09-15 00:00:00,"'2967 13SEP20 , 1 AND 1 IONOS LTD , GLOUCESTER GB",-18,Hosting Charges,Cup of jojo ltd,Current account,-1045.17,0
2020-09-15 00:00:00,"'GOCARDLESS , SAGEACCOUNTI-K8XV5",-65,Sage Business Cloud Subscription,Cup of jojo ltd,Current account,-1350,0
2020-09-16 00:00:00,"'MARIA GAMLIN , MARIA GAMLIN , FP 16/09/20 1056 , 00151102632BBKMNZG",125,Revenue,Cup of jojo ltd,Current account,0,12458.2
2020-09-18 00:00:00,"'DHULL M , MONICA ART CLASS , FP 18/09/20 1350 , 017714140531819001",175,Sales from Classes,Cup of jojo ltd,Current account,0,5464.5
2020-09-18 00:00:00,"'COOK P M/ADGD , TRICIA 18/09/20 , VIA MOBILE - LVP",150,Unclassified,Cup of jojo ltd,Current account,0,5035.64
2020-09-21 00:00:00,"'2967 18SEP20 , AMZNMKTPLACE , AMAZON.CO.UK GB",-31.1,Supplies,Cup of jojo ltd,Current account,-1303.74,0
2020-09-24 00:00:00,"'BRUNGER LE , ARTCANVAS , FP 24/09/20 1148 , RP4679967605260900",22,Sales of Art,Cup of jojo ltd,Current account,0,1897
2020-09-24 00:00:00,"'ROBERTS VM PTE , ART , FP 24/09/20 1154 , RP4679967606112100",9,Sales of Art,Cup of jojo ltd,Current account,0,1897
2020-09-24 00:00:00,"'2967 23SEP20 , AMAZON.CO.U , K*MF98547D5 , AMAZON.CO.UK LU",-27.51,Supplies,Cup of jojo ltd,Current account,-1303.74,0
2020-09-24 00:00:00,"'M AND S CAR INS BISL , 131459441295492841",-24.09,Insurance,Cup of jojo ltd,Current account,-355.37,0
2020-09-28 00:00:00,"'VANNEDERVEEN A+P , ARTCLASSES PVN , FP 28/09/20 1800 , RP4679968152361300",125,Sales from Classes,Cup of jojo ltd,Current account,0,5464.5
2020-09-28 00:00:00,"'WEAVER H , HAYLEY WEAVER , VIA MOBILE - LVP",125,Unclassified,Cup of jojo ltd,Current account,0,5035.64
2020-09-28 00:00:00,"'2967 24SEP20 , 1 AND 1 IONOS LTD , GLOUCESTER GB",-36.11,Hosting Charges,Cup of jojo ltd,Current account,-1045.17,0
2020-09-29 00:00:00,"'ACC-NWESTPLAT , 552213******2530 , VIA MOBILE - PYMT , FP 29/09/20 10 , 50173942838363000N",-100,Expense,Cup of jojo ltd,Current account,-3528.27,0
2020-09-30 00:00:00,"'JONES B , B JONES CLASSES , FP 29/09/20 1905 , RP4679968302006900",125,Sales from Classes,Cup of jojo ltd,Current account,0,5464.5
2020-09-30 00:00:00,"'2967 29SEP20 , THE FOOD HALL , WOKING GB",-14.1,Food and Drink,Cup of jojo ltd,Current account,-158.87,0
2020-09-30 00:00:00,"'2967 29SEP20 , KEN BROMLEY ART , SUPPLI , BOLTON GB",-375.88,Unclassified,Cup of jojo ltd,Current account,-4151.65,0
2020-10-01 00:00:00,"'G WILDER , GILLIAN FRIDAYS , FP 01/10/20 1806 , 500000000657196293",125,Revenue,Cup of jojo ltd,Current account,0,12458.2
2020-10-01 00:00:00,"'2967 30SEP20 , KEN BROMLEY ART , SUPPLI , BOLTON GB",-227,Unclassified,Cup of jojo ltd,Current account,-4151.65,0
2020-10-02 00:00:00,"'DHULL M , MONICA ART CLASS , FP 02/10/20 1230 , 131155710321200101",227,Sales from Classes,Cup of jojo ltd,Current account,0,5464.5
2020-10-02 00:00:00,"'2967 30SEP20 , PAYPAL , *ZOOMVIDEOCO , 4029357733 US",-14.39,Zoom Subscription,Cup of jojo ltd,Current account,-201.46,0
2020-10-05 00:00:00,"'S CHILD , ESTHER 041020 , FP 04/10/20 1054 , 400000000662983122",125,Revenue,Cup of jojo ltd,Current account,0,12458.2
2020-10-05 00:00:00,"'M LERCH , LISA LERCH , FP 04/10/20 1806 , 300000000661889379",125,Revenue,Cup of jojo ltd,Current account,0,12458.2
2020-10-05 00:00:00,"'2967 02OCT20 , VODAFONE LTD , NEWBURY GB",-123.1,Office Equipment,Cup of jojo ltd,Current account,-1638.78,0
2020-10-08 00:00:00,"'MARIA GAMLIN , MARIA GAMLIN , FP 08/10/20 1146 , 00151102632BBKPNNL",125,Revenue,Cup of jojo ltd,Current account,0,12458.2
2020-10-08 00:00:00,"'BENNETT DAVID BE, DENISE , FP 08/10/20 1249 , 42124923912485000N, DENISE",172,Revenue,Cup of jojo ltd,Current account,0,12458.2
2020-10-13 00:00:00,"'ORION AIR CONDITIO, #33016/131020/16 , VIA MOBILE - LVP , FP 13/10/20 10 , 19160651392787000N",-458.8,Expense,Cup of jojo ltd,Current account,-3528.27,0
2020-10-13 00:00:00,"'2967 12OCT20 , ADOBE CREATIVE , CLOUD , ADOBE.LY/BILL IE",-16.24,Adobe Subscription,Cup of jojo ltd,Current account,-194.88,0
2020-10-13 00:00:00,"'2967 12OCT20 , AMAZON.CO.U , K*3Q3HZ8SV5 , AMAZON.CO.UK LU",-16.77,Supplies,Cup of jojo ltd,Current account,-1303.74,0
2020-10-13 00:00:00,"'2967 12OCT20 C , THE INN AT MAYBURY, MAYBURY WOKIN GB",-40.75,Unclassified,Cup of jojo ltd,Current account,-4151.65,0
2020-10-14 00:00:00,"'BRUNGER LE , ART , FP 14/10/20 1432 , RP4679960181328300",125,Sales of Art,Cup of jojo ltd,Current account,0,1897
2020-10-14 00:00:00,"'HOWES Z , ZULAY 9 OCT 2020 , FP 14/10/20 1620 , RP4679960193218400",125,Revenue,Cup of jojo ltd,Current account,0,12458.2
2020-10-15 00:00:00,"'SCOLA DK+JM , ONLINE COURSES , FP 15/10/20 1806 , RP4679960332002000",225,Revenue,Cup of jojo ltd,Current account,0,12458.2
2020-10-15 00:00:00,"'2967 13OCT20 , 1 AND 1 IONOS LTD , GLOUCESTER GB",-53.99,Hosting Charges,Cup of jojo ltd,Current account,-1045.17,0
2020-10-15 00:00:00,"'GOCARDLESS , SAGEACCOUNTI-K8XV5",-65,Sage Business Cloud Subscription,Cup of jojo ltd,Current account,-1350,0
2020-10-16 00:00:00,"'FREDERIKSEN , PAM CLASSES , FP 16/10/20 1100 , 218285530011610101",125,Sales from Classes,Cup of jojo ltd,Current account,0,5464.5
2020-10-19 00:00:00,"'VODAFONE LTD , 686563133-1002",-129.9,Office Equipment,Cup of jojo ltd,Current account,-1638.78,0
2020-10-20 00:00:00,"'ROBERTS VM PTE , ART , FP 20/10/20 1729 , RP4679960894663000",125,Sales of Art,Cup of jojo ltd,Current account,0,1897
2020-10-21 00:00:00,"'2967 20OCT20 C , HALFORDS 0421 , WOKING GB",-27.98,Unclassified,Cup of jojo ltd,Current account,-4151.65,0
2020-10-21 00:00:00,"'2967 20OCT20 C , COLLEGE SVS STN , WOKING GB",-25.68,Unclassified,Cup of jojo ltd,Current account,-4151.65,0
2020-10-22 00:00:00,"'2967 21OCT20 , TRACY VERDUGO , HUSKISSON AU , USD 34.00, VRATE 1.2927, N-S TRN FEE 0.72",-27.02,Unclassified,Cup of jojo ltd,Current account,-4151.65,0
2020-10-22 00:00:00,"'2967 21OCT20 , TRACY VERDUGO , HUSKISSON AU , USD 77.00, VRATE 1.2925, N-S TRN FEE 1.64",-61.21,Unclassified,Cup of jojo ltd,Current account,-4151.65,0
2020-10-23 00:00:00,"'COCKWILL HB AND CA , HUGH NEXT SERIES , FP 23/10/20 1344 , 364350934431320101",125,Sales from Classes,Cup of jojo ltd,Current account,0,5464.5
2020-10-26 00:00:00,"'2967 24OCT20 , AMZNMKTPLACE , AMAZON.CO.UK GB",-26,Supplies,Cup of jojo ltd,Current account,-1303.74,0
2020-10-26 00:00:00,"'2967 25OCT20 , AMZNMKTPLACE , AMAZON.CO.UK GB",-4.56,Supplies,Cup of jojo ltd,Current account,-1303.74,0
2020-10-26 00:00:00,"'M AND S CAR INS BISL , 131459441297675628",-24.09,Insurance,Cup of jojo ltd,Current account,-355.37,0
2020-10-27 00:00:00,"'2967 24OCT20 , 1 AND 1 IONOS LTD , GLOUCESTER GB",-20.39,Hosting Charges,Cup of jojo ltd,Current account,-1045.17,0
2020-10-29 00:00:00,"'2967 28OCT20 , AMAZON.CO.U , K*MC8W847V4 , AMAZON.CO.UK LU",-10.99,Supplies,Cup of jojo ltd,Current account,-1303.74,0
2020-10-30 00:00:00,"'G WILDER , GILLIAN FRIDAYS , FP 30/10/20 1344 , 100000000667766575",125,Revenue,Cup of jojo ltd,Current account,0,12458.2
2020-10-30 00:00:00,"'DEAR ACC , ANNE DEAR X5 , VIA MOBILE - LVP",125,Unclassified,Cup of jojo ltd,Current account,0,5035.64
2020-11-02 00:00:00,"'TO A/C 84125330, VIA MOBILE - XFER",-3000,Paid via XFER,Cup of jojo ltd,Current account,-17150,0
2020-11-02 00:00:00,"'2967 30OCT20 , PAYPAL , *ZOOMVIDEOCO , 402-935-7733 US",-14.39,Zoom Subscription,Cup of jojo ltd,Current account,-201.46,0
2020-11-02 00:00:00,"'2967 30OCT20 , AMZNMKTPLACE , AMAZON.CO.UK GB",-3.99,Supplies,Cup of jojo ltd,Current account,-1303.74,0
2020-11-02 00:00:00,"'2967 30OCT20 , AMZNMKTPLACE , AMAZON.CO.UK GB",-10.99,Supplies,Cup of jojo ltd,Current account,-1303.74,0
2020-11-06 00:00:00,"'NEAL AJ , ART CLASS 6 NOV , FP 06/11/20 1047 , RP4679963048699300",125,Sales from Classes,Cup of jojo ltd,Current account,0,5464.5
2020-11-06 00:00:00,"'2967 05NOV20 , AMZNMKTPLACE , AMAZON.CO , AMAZON.CO.UK GB",-8.99,Supplies,Cup of jojo ltd,Current account,-1303.74,0
2020-11-09 00:00:00,"'V SMITH , TRACY X 5 , FP 06/11/20 2058 , 100000000671502170",125,Revenue,Cup of jojo ltd,Current account,0,12458.2
2020-11-10 00:00:00,"'VANNEDERVEEN A+P , ARTCLASSES PVN , FP 10/11/20 1246 , RP4679963470152500",45,Sales from Classes,Cup of jojo ltd,Current account,0,5464.5
2020-11-10 00:00:00,"'2967 09NOV20 , KEN BROMLEY ART , SUPPLI , BOLTON GB",-264.22,Unclassified,Cup of jojo ltd,Current account,-4151.65,0
2020-11-12 00:00:00,"'2967 11NOV20 , AMAZON.CO.U , K*M727S8VU4 , AMAZON.CO.UK LU",-13.09,Supplies,Cup of jojo ltd,Current account,-1303.74,0
2020-11-13 00:00:00,"'V SMITH , BRUSHO AND INKS , FP 13/11/20 0944 , 200000000673482886",85.7,Revenue,Cup of jojo ltd,Current account,0,12458.2
2020-11-13 00:00:00,"'2967 12NOV20 , ADOBE CREATIVE , CLOUD , ADOBE.LY/BILL IE",-16.24,Adobe Subscription,Cup of jojo ltd,Current account,-194.88,0
2020-11-13 00:00:00,"'2967 12NOV20 , AMZNMKTPLACE , AMAZON.CO.UK GB",-29.99,Supplies,Cup of jojo ltd,Current account,-1303.74,0
2020-11-16 00:00:00,"'2967 13NOV20 , AMAZON.CO.U , K*M74HP38Q4 , AMAZON.CO.UK LU",-7.49,Supplies,Cup of jojo ltd,Current account,-1303.74,0
2020-11-16 00:00:00,"'2967 13NOV20 , AMAZON.CO.U , K*M79JN18O4 , AMAZON.CO.UK LU",-7.49,Supplies,Cup of jojo ltd,Current account,-1303.74,0
2020-11-16 00:00:00,"'2967 14NOV20 , AMAZON.CO.U , K*M72Q37614 , AMAZON.CO.UK LU",-5.99,Supplies,Cup of jojo ltd,Current account,-1303.74,0
2020-11-16 00:00:00,"'2967 13NOV20 , AMZNMKTPLACE , AMAZON.CO.UK GB",-19.98,Supplies,Cup of jojo ltd,Current account,-1303.74,0
